subj,roi,run,corr
GL17,dorsal_S1,2,0.21408663034519276
GL17,dorsal_S1,5,0.2551637536220073
GL17,ventral_PMd,2,0.2641103524039794
GL17,ventral_PMd,5,0.289072369975685
GL17,ventral_M1,2,0.3286023762937524
GL17,ventral_M1,5,0.2134012073075728
GL17,ventral_S1,2,0.23015917980367268
GL17,ventral_S1,5,0.32301484532508046
GL17,early_PMd,2,-0.06831850460382409
GL17,early_PMd,5,0.07969681400037738
GL17,early_M1,2,-0.06494196027707753
GL17,early_M1,5,0.08985010715370252
GL17,early_S1,2,0.44769637174353044
GL17,early_S1,5,0.47946573391893993
GL18,dorsal_PMd,2,0.15976025785205822
GL18,dorsal_PMd,5,0.21439233269821362
GL18,dorsal_M1,2,0.08926927356065076
GL18,dorsal_M1,5,0.2889388376797637
GL18,dorsal_S1,2,0.036528555408678144
GL18,dorsal_S1,5,-0.09742457846652708
GL18,ventral_PMd,2,0.33846444430033296
GL18,ventral_PMd,5,0.399175892689568
GL18,ventral_M1,2,0.16948686435615698
GL18,ventral_M1,5,0.2517758377818837
GL18,ventral_S1,2,0.2902045955863593
GL18,ventral_S1,5,0.08022604222949759
GL18,early_PMd,2,0.2834300238124771
GL18,early_PMd,5,-0.06383947342337312
GL18,early_M1,2,-0.17930210849820266
GL18,early_M1,5,-0.013092716125601382
GL18,early_S1,2,0.5659333571891532
GL18,early_S1,5,0.07234283139067268
GL19,dorsal_PMd,2,0.5601535979987468
GL19,dorsal_PMd,5,0.09696935793394651
GL19,dorsal_M1,2,0.1791157719284993
GL19,dorsal_M1,5,0.22359485299069579
GL19,dorsal_S1,2,0.19265062911421837
GL19,dorsal_S1,5,0.0630372768045479
GL19,ventral_PMd,2,0.5351023977718914
GL19,ventral_PMd,5,0.187347577401554
GL19,ventral_M1,2,0.31309200210621513
GL19,ventral_M1,5,0.28134755365976966
GL19,ventral_S1,2,0.18930339247192313
GL19,ventral_S1,5,0.483747643417305
GL19,early_PMd,2,0.062485297940210204
GL19,early_PMd,5,-0.18549536278313172
GL19,early_M1,2,-0.08247386873682301
GL19,early_M1,5,-0.21061258219305776
GL19,early_S1,2,0.45491238202415407
GL19,early_S1,5,0.38588736765039516
GL20,dorsal_PMd,2,0.5995250386532125
GL20,dorsal_PMd,5,0.568445958929689
GL20,dorsal_M1,2,0.35080559996721006
GL20,dorsal_M1,5,0.29225364620964417
GL20,dorsal_S1,2,0.17128398517592927
GL20,dorsal_S1,5,0.24924079485503642
GL20,ventral_PMd,2,0.5060859879376607
GL20,ventral_PMd,5,0.5467257154650733
GL20,ventral_M1,2,0.5378500342662383
GL20,ventral_M1,5,0.5222239432234513
GL20,ventral_S1,2,0.24468452187344855
GL20,ventral_S1,5,0.37744754923456936
GL20,early_PMd,2,0.22063307372323068
GL20,early_PMd,5,-0.18883809022614118
GL20,early_M1,2,0.010209864279448174
GL20,early_M1,5,-0.01222928131522679
GL20,early_S1,2,0.22406578578287212
GL20,early_S1,5,0.18914000030909672
GL21,dorsal_PMd,2,0.5076920944299964
GL21,dorsal_PMd,5,0.4544096599966204
GL21,dorsal_M1,2,0.5283474817683819
GL21,dorsal_M1,5,0.5205125487776241
GL21,dorsal_S1,2,0.17824740364493985
GL21,dorsal_S1,5,0.05514779187224612
GL21,ventral_PMd,2,0.586092884398352
GL21,ventral_PMd,5,0.5024990215527954
GL21,ventral_M1,2,0.6054207665634315
GL21,ventral_M1,5,0.5417644727155737
GL21,ventral_S1,2,0.2521017578448246
GL21,ventral_S1,5,-0.022046106016038996
GL21,early_PMd,2,-0.02034797319317617
GL21,early_PMd,5,-0.12383480160898704
GL21,early_M1,2,-0.00958126440727812
GL21,early_M1,5,-0.10031537027923601
GL21,early_S1,2,0.4393846799695941
GL21,early_S1,5,0.37051804763406465
GL22,dorsal_PMd,2,0.4889286362909016
GL22,dorsal_PMd,5,0.12127635600014261
GL22,dorsal_M1,2,0.2748345614081733
GL22,dorsal_M1,5,0.12292878227160528
GL22,dorsal_S1,2,0.06960493428241299
GL22,dorsal_S1,5,-0.03895295030536498
GL22,ventral_PMd,2,0.341903434059004
GL22,ventral_PMd,5,0.20771125983207492
GL22,ventral_M1,2,0.18915053008483151
GL22,ventral_M1,5,0.17369828146381341
GL22,ventral_S1,2,0.11883897026966259
GL22,ventral_S1,5,-0.23733517379963393
GL22,early_PMd,2,0.13086799675586636
GL22,early_PMd,5,-0.1505357271612988
GL22,early_M1,2,-0.1142846787215966
GL22,early_M1,5,-0.15646084573441474
GL22,early_S1,2,0.2869642995041496
GL22,early_S1,5,-0.12403187592943096
GL24,dorsal_PMd,2,0.49711154284293607
GL24,dorsal_PMd,5,0.37266981811929967
GL24,dorsal_M1,2,0.6474697632568537
GL24,dorsal_M1,5,0.3980177036810132
GL24,dorsal_S1,2,-0.1193994883733523
GL24,dorsal_S1,5,0.14799638553105432
GL24,ventral_PMd,2,0.5255189969727988
GL24,ventral_PMd,5,0.2891333699230888
GL24,ventral_M1,2,0.5366787891132576
GL24,ventral_M1,5,0.32106699979105635
GL24,ventral_S1,2,0.10408397889489218
GL24,ventral_S1,5,0.19287468326599844
GL24,early_PMd,2,-0.08571698201529103
GL24,early_PMd,5,0.09169071087621075
GL24,early_M1,2,-0.0440662475317478
GL24,early_M1,5,0.007349950776214801
GL24,early_S1,2,0.3447352202131673
GL24,early_S1,5,0.13293673591995153
GL25,dorsal_PMd,2,0.24012810861674655
GL25,dorsal_PMd,5,0.30487395430613784
GL25,dorsal_M1,2,0.3287582743616179
GL25,dorsal_M1,5,0.4136922305993018
GL25,dorsal_S1,2,0.1604969366193667
GL25,dorsal_S1,5,0.18816977308700128
GL25,ventral_PMd,2,0.3077210431709818
GL25,ventral_PMd,5,0.3018251768533571
GL25,ventral_M1,2,0.3186875939518675
GL25,ventral_M1,5,0.4470381817304774
GL25,ventral_S1,2,0.31595651700271277
GL25,ventral_S1,5,0.43588187959545327
GL25,early_PMd,2,-0.08112134356745658
GL25,early_PMd,5,0.011072390309618345
GL25,early_M1,2,-0.07712119209240793
GL25,early_M1,5,-0.11486813696020774
GL25,early_S1,2,0.016964240891343945
GL25,early_S1,5,-0.23435703109546616
GL26,dorsal_PMd,2,0.42723995665774145
GL26,dorsal_PMd,5,0.28037177310742234
GL26,dorsal_M1,2,0.20856679355216584
GL26,dorsal_M1,5,0.03501408519430008
GL26,dorsal_S1,2,-0.08694090553904792
GL26,dorsal_S1,5,-0.05604019371298992
GL26,ventral_PMd,2,0.22071228162594755
GL26,ventral_PMd,5,0.3641935482466314
GL26,ventral_M1,2,0.13578301823123945
GL26,ventral_M1,5,0.23790814674113556
GL26,ventral_S1,2,-0.06629482142023482
GL26,ventral_S1,5,-0.06350855623287263
GL26,early_PMd,2,0.007607252589299795
GL26,early_PMd,5,-0.05669813503197954
GL26,early_M1,2,-0.1254763336564014
GL26,early_M1,5,-0.16044280508750705
GL26,early_S1,2,0.3644132852232032
GL26,early_S1,5,0.1844240296910408
GL27,dorsal_PMd,2,0.29256057185999557
GL27,dorsal_PMd,5,0.3148558716712508
GL27,dorsal_M1,2,0.33914669986043605
GL27,dorsal_M1,5,0.28887214971476116
GL27,dorsal_S1,2,0.015326464298840693
GL27,dorsal_S1,5,0.14390679606195286
GL27,ventral_PMd,2,0.5229862789062114
GL27,ventral_PMd,5,0.31222464026357527
GL27,ventral_M1,2,0.5253340259607284
GL27,ventral_M1,5,0.32354488927016434
GL27,ventral_S1,2,0.00972545325338214
GL27,ventral_S1,5,0.29269931607904265
GL27,early_PMd,2,-0.14969085309168223
GL27,early_PMd,5,0.39504134666851787
GL27,early_M1,2,0.12452928925815505
GL27,early_M1,5,0.21741097540482393
GL27,early_S1,2,0.6600169497830238
GL27,early_S1,5,0.42688926231602037
GL29,dorsal_PMd,2,0.4153383886698451
GL29,dorsal_PMd,5,0.3533339611747153
GL29,dorsal_M1,2,0.28671440920228564
GL29,dorsal_M1,5,0.11747826644019974
GL29,dorsal_S1,2,0.1945637526375334
GL29,dorsal_S1,5,0.45849701194546477
GL29,ventral_PMd,2,0.3636869609494976
GL29,ventral_PMd,5,0.3986073113656273
GL29,ventral_M1,2,0.30589744743179975
GL29,ventral_M1,5,0.28771894461748365
GL29,ventral_S1,2,0.38129494866124736
GL29,ventral_S1,5,0.5362687679694489
GL29,early_PMd,2,-0.11711792753293616
GL29,early_PMd,5,0.2598466339387984
GL29,early_M1,2,-0.23369691097809103
GL29,early_M1,5,0.15253812712220102
GL29,early_S1,2,0.0585816342022649
GL29,early_S1,5,0.14681428533969307
