subj,label,cond,beta
GL06,12,CF,0.7696208185214988
GL06,12,BF,0.48707614648522873
GL06,13,CF,0.9327743703517879
GL06,13,BF,0.6740184811481026
GL06,14,CF,1.3508077884465457
GL06,14,BF,1.1928308615864565
GL06,15,CF,1.7484662937206314
GL06,15,BF,1.7322571384884304
GL06,16,CF,1.361168578438986
GL06,16,BF,1.368975484715587
GL06,17,CF,1.0095296385761232
GL06,17,BF,1.2963200308492078
GL06,18,CF,1.0860976425457196
GL06,18,BF,1.9087302150185574
GL06,19,CF,0.7669145626923903
GL06,19,BF,1.4513573664002837
GL06,20,CF,0.531466721030681
GL06,20,BF,1.2210671889600186
GL06,21,CF,0.6796306720417407
GL06,21,BF,1.6043654231466034
GL06,22,CF,0.539895258563181
GL06,22,BF,1.6652590888189085
GL06,23,CF,0.2041762004761646
GL06,23,BF,1.1156412498489248
GL06,24,CF,0.004003493025385101
GL06,24,BF,0.7382947711486787
GL06,25,CF,0.42558319156928326
GL06,25,BF,1.121694200780534
GL06,26,CF,0.3287943915025813
GL06,26,BF,0.5015483043524761
GL06,27,CF,0.5391049651174687
GL06,27,BF,0.6263499640785815
GL06,28,CF,0.2681609338572325
GL06,28,BF,0.30410489343790986
GL06,29,CF,0.18406610577291374
GL06,29,BF,0.22505055641653035
GL07,2,CF,1.7200794305120195
GL07,2,BF,0.0097592260156359
GL07,3,CF,1.474990700853282
GL07,3,BF,-0.014401545683885443
GL07,4,CF,1.4585614361696773
GL07,4,BF,0.09012733548620923
GL07,5,CF,1.8307237591062273
GL07,5,BF,0.5627476461165185
GL07,6,CF,1.899362948453315
GL07,6,BF,0.7315593768503065
GL07,7,CF,1.8020006439771996
GL07,7,BF,0.7394817301846413
GL07,8,CF,1.9488636651898132
GL07,8,BF,0.8574021230177844
GL07,9,CF,2.1143118779246626
GL07,9,BF,1.0403752752627509
GL07,10,CF,2.3519917296076365
GL07,10,BF,1.3894246540455655
GL07,11,CF,2.3522139201838956
GL07,11,BF,1.7152469319499424
GL07,12,CF,1.731827235405388
GL07,12,BF,1.302135119989843
GL07,13,CF,1.0930891161655436
GL07,13,BF,0.8204492149657874
GL07,14,CF,1.17382350506261
GL07,14,BF,1.0636858941242098
GL07,15,CF,1.2766182717665955
GL07,15,BF,1.2507235522583202
GL07,16,CF,0.9622609286800327
GL07,16,BF,1.0775834710818508
GL07,17,CF,1.401096035321812
GL07,17,BF,1.596195039512143
GL07,18,CF,2.279432875184259
GL07,18,BF,2.672610940466094
GL07,19,CF,1.6992043827009624
GL07,19,BF,2.1988347857753614
GL07,20,CF,1.107468223410708
GL07,20,BF,1.6125751240741335
GL07,21,CF,1.2131158477610822
GL07,21,BF,1.8319618657597492
GL07,22,CF,1.1064296672962843
GL07,22,BF,1.7381616984427979
GL07,23,CF,1.2697932970512547
GL07,23,BF,1.8908335863034043
GL07,24,CF,2.6941687709491315
GL07,24,BF,3.260616531775429
GL07,25,CF,2.146470659876307
GL07,25,BF,2.5296341093035926
GL07,26,CF,1.6738984334900682
GL07,26,BF,1.6469062348371222
GL07,27,CF,1.8244052442110714
GL07,27,BF,1.6790821296347527
GL07,28,CF,1.4599857043246833
GL07,28,BF,1.3129029281000246
GL07,29,CF,1.5636597863965631
GL07,29,BF,1.4664775011335478
GL08,2,CF,1.2102456518581934
GL08,2,BF,1.0508267368589128
GL08,3,CF,1.6578422168205524
GL08,3,BF,1.5386447988707443
GL08,4,CF,1.6636826602949037
GL08,4,BF,1.4106430254048772
GL08,5,CF,1.6810067875044687
GL08,5,BF,1.4310575723648071
GL08,6,CF,1.3450074664482445
GL08,6,BF,1.0811226057393528
GL08,7,CF,1.2098742609462105
GL08,7,BF,0.892546494188438
GL08,8,CF,0.9691092132097658
GL08,8,BF,0.5987750228028744
GL08,9,CF,0.6848280963708814
GL08,9,BF,0.3545962735138929
GL08,10,CF,0.6748427143489772
GL08,10,BF,0.4021247193217278
GL08,11,CF,0.7568545227652879
GL08,11,BF,0.5163792862183401
GL08,12,CF,1.5552473110311171
GL08,12,BF,1.4653010670479167
GL08,13,CF,1.9127367602126433
GL08,13,BF,1.9972151011818706
GL08,14,CF,1.5700215544054905
GL08,14,BF,1.6342909705142181
GL08,15,CF,2.1825813608309583
GL08,15,BF,2.286458432749288
GL08,16,CF,2.2331137266260064
GL08,16,BF,2.3139922760251985
GL08,17,CF,1.8179681434599488
GL08,17,BF,2.0047894182248354
GL08,18,CF,1.8411456262660806
GL08,18,BF,2.2338547812986005
GL08,19,CF,1.53979270770234
GL08,19,BF,1.881220531679113
GL08,20,CF,1.960302802801564
GL08,20,BF,2.3962965473028772
GL08,21,CF,1.7003159252369506
GL08,21,BF,2.1577676656122646
GL08,22,CF,1.247995523455163
GL08,22,BF,1.5860761524250744
GL08,23,CF,1.6461472163640076
GL08,23,BF,2.057472777970587
GL08,24,CF,1.9954023347477075
GL08,24,BF,2.2706523339631297
GL08,25,CF,1.3917698539779109
GL08,25,BF,1.508403529398661
GL08,26,CF,2.1683772735494276
GL08,26,BF,2.0584398599546434
GL08,27,CF,2.183567633290287
GL08,27,BF,2.1018365797553917
GL08,28,CF,1.6762880135080491
GL08,28,BF,1.6209003379033897
GL08,29,CF,1.577296944137837
GL08,29,BF,1.6401173010505945
GL09,2,CF,2.542927520615714
GL09,2,BF,2.205230636256082
GL09,3,CF,2.1440167838129502
GL09,3,BF,1.9091732132023778
GL09,4,CF,3.425298202368948
GL09,4,BF,2.7527261790302067
GL09,5,CF,4.462806650570461
GL09,5,BF,3.6809511712619236
GL09,6,CF,3.7036109182322137
GL09,6,BF,2.8349019082907203
GL09,7,CF,3.909938180302999
GL09,7,BF,2.8317442902599472
GL09,8,CF,3.0017928959692224
GL09,8,BF,2.1875952391063467
GL09,9,CF,2.5040429784940224
GL09,9,BF,1.9340853276662529
GL09,10,CF,1.8501833872361617
GL09,10,BF,1.6287037910216233
GL09,11,CF,1.9207553602660519
GL09,11,BF,1.808858168831445
GL09,12,CF,3.3331408095491284
GL09,12,BF,2.9382801528362665
GL09,13,CF,2.058025891413119
GL09,13,BF,1.7108298190362234
GL09,14,CF,2.099531005322933
GL09,14,BF,1.8600459634761015
GL09,15,CF,2.6998227449817276
GL09,15,BF,2.706775675679852
GL09,16,CF,2.3338809146127044
GL09,16,BF,2.519922132460063
GL09,17,CF,2.993547825522013
GL09,17,BF,3.28149493679202
GL09,18,CF,4.628894755213531
GL09,18,BF,5.649277026992278
GL09,19,CF,3.1237388781143283
GL09,19,BF,3.917820888053174
GL09,20,CF,1.370076494588368
GL09,20,BF,1.8202042847439863
GL09,21,CF,1.9093086160002992
GL09,21,BF,2.4977346752634926
GL09,22,CF,1.9713112593476547
GL09,22,BF,2.6312866294706994
GL09,23,CF,2.0265039172997192
GL09,23,BF,2.762892646434237
GL09,24,CF,1.5652863030296806
GL09,24,BF,2.2770924878146115
GL09,25,CF,1.6473041064767562
GL09,25,BF,2.0458175605216917
GL09,26,CF,1.8282027187247383
GL09,26,BF,1.8345013648314878
GL09,27,CF,1.754030773861309
GL09,27,BF,1.751340793995474
GL09,28,CF,1.59758722707059
GL09,28,BF,1.6017848237588697
GL09,29,CF,1.535429949841847
GL09,29,BF,1.4830929178805252
GL10,2,CF,2.6293033957481384
GL10,2,BF,1.7511795844350542
GL10,3,CF,2.3888889386736114
GL10,3,BF,1.6849061990606373
GL10,4,CF,1.9909071226914723
GL10,4,BF,1.3378307435454593
GL10,5,CF,1.155303859657475
GL10,5,BF,0.18460708957032435
GL10,6,CF,1.6979200257876208
GL10,6,BF,0.22200135567560617
GL10,7,CF,0.8063737539888685
GL10,7,BF,-0.14351862664502787
GL10,8,CF,0.5832335294005188
GL10,8,BF,-0.0511423014843946
GL10,9,CF,1.4391109458146951
GL10,9,BF,0.46429618667715633
GL10,10,CF,2.1175141646103426
GL10,10,BF,1.0284068514677611
GL10,11,CF,2.52027786577943
GL10,11,BF,1.1627687820361048
GL10,12,CF,1.690088852505912
GL10,12,BF,1.0441198729358696
GL10,13,CF,1.2875883344855934
GL10,13,BF,0.8758872089225171
GL10,14,CF,1.1503231093256423
GL10,14,BF,0.8892109397053719
GL10,15,CF,1.2005688534984038
GL10,15,BF,1.0770548353598794
GL10,16,CF,1.3313616744098848
GL10,16,BF,1.1806331058876627
GL10,17,CF,1.4402484361959909
GL10,17,BF,1.3884466231054715
GL10,18,CF,1.7374305028942032
GL10,18,BF,1.8721075849095519
GL10,19,CF,1.2203664641123981
GL10,19,BF,1.303601223188277
GL10,20,CF,1.4109341553941026
GL10,20,BF,1.5093608674467294
GL10,21,CF,1.6450423080052257
GL10,21,BF,1.88393041675186
GL10,22,CF,1.2746403987109924
GL10,22,BF,1.6126964070053162
GL10,23,CF,1.0556738603295701
GL10,23,BF,1.3762563200412181
GL10,24,CF,0.8047568182071575
GL10,24,BF,0.9378826920465959
GL10,25,CF,1.0101023484848468
GL10,25,BF,1.1883049636484126
GL10,26,CF,0.9041144833241944
GL10,26,BF,0.7785520333328579
GL10,27,CF,1.2628111756572886
GL10,27,BF,1.0540046908027012
GL10,28,CF,1.1396307978047324
GL10,28,BF,0.8433373060399649
GL10,29,CF,0.9907120528209825
GL10,29,BF,0.6264533095762168
GL11,2,CF,0.9601130655833653
GL11,2,BF,1.0348258827413832
GL11,3,CF,1.5392076989700054
GL11,3,BF,1.630721073726128
GL11,4,CF,2.3080014205641217
GL11,4,BF,2.1163300797343254
GL11,5,CF,3.842344100134713
GL11,5,BF,3.1965341827699114
GL11,6,CF,4.035729199647903
GL11,6,BF,3.3885771952499852
GL11,7,CF,2.880383960723159
GL11,7,BF,2.3406696879271283
GL11,8,CF,1.610265832580626
GL11,8,BF,0.9779947029755396
GL11,9,CF,2.117529733440815
GL11,9,BF,1.4755442270841927
GL11,10,CF,1.9293406630104237
GL11,10,BF,1.4493355535648085
GL11,11,CF,2.4437130998990257
GL11,11,BF,2.0174546289508264
GL11,12,CF,2.972320487153004
GL11,12,BF,2.532063460214447
GL11,13,CF,1.6162504535767774
GL11,13,BF,1.4156598116922143
GL11,14,CF,1.5261625361442566
GL11,14,BF,1.3314741369585197
GL11,15,CF,2.323569609591709
GL11,15,BF,2.33563194802059
GL11,16,CF,2.8528900562516797
GL11,16,BF,2.944104429859443
GL11,17,CF,2.4918309694231904
GL11,17,BF,2.713234523302829
GL11,18,CF,2.429584947875557
GL11,18,BF,2.791770549779086
GL11,19,CF,2.171002456142906
GL11,19,BF,2.7215353171009897
GL11,20,CF,1.7706358480955595
GL11,20,BF,2.403173799334085
GL11,21,CF,2.005667961600563
GL11,21,BF,2.6968058941917668
GL11,22,CF,1.7678619584313044
GL11,22,BF,2.4364573025798544
GL11,23,CF,1.6382297249214555
GL11,23,BF,2.2564479367299515
GL11,24,CF,2.029726640450977
GL11,24,BF,2.419325853196567
GL11,25,CF,2.1296900702518156
GL11,25,BF,2.3473353231933443
GL11,26,CF,1.6054459698152543
GL11,26,BF,1.6022012420806682
GL11,27,CF,1.9458800240379803
GL11,27,BF,1.9136682738168451
GL11,28,CF,1.737117601038261
GL11,28,BF,1.6626533885771522
GL11,29,CF,1.630802946290392
GL11,29,BF,1.3535709469949033
GL12,2,CF,4.198817593710763
GL12,2,BF,2.496987427983965
GL12,3,CF,3.5877152270284194
GL12,3,BF,2.085889639525578
GL12,4,CF,3.440066584282451
GL12,4,BF,2.1088628513841994
GL12,5,CF,2.672572934627533
GL12,5,BF,1.5765627712011336
GL12,6,CF,2.106447901681205
GL12,6,BF,1.1712998896489077
GL12,7,CF,1.983426516314587
GL12,7,BF,1.181694906160056
GL12,8,CF,1.5234678815392886
GL12,8,BF,0.8986178022206707
GL12,9,CF,1.4129355044987721
GL12,9,BF,0.8344309529862725
GL12,10,CF,1.177395613161339
GL12,10,BF,0.7649697744118219
GL12,11,CF,1.1439866354301345
GL12,11,BF,0.91589037970011
GL12,12,CF,1.7698495792642728
GL12,12,BF,1.4103908055242809
GL12,13,CF,1.3418808391336168
GL12,13,BF,0.9929241042049362
GL12,14,CF,0.9618550314490373
GL12,14,BF,0.8549745169902842
GL12,15,CF,1.4925927768617018
GL12,15,BF,1.3648954051904774
GL12,16,CF,1.5757084080086858
GL12,16,BF,1.4344426192837023
GL12,17,CF,1.1706565079612161
GL12,17,BF,1.2844574783941334
GL12,18,CF,1.3353329853945224
GL12,18,BF,1.7252804775789534
GL12,19,CF,1.5218495592693155
GL12,19,BF,2.0286313756446988
GL12,20,CF,1.4784062078958242
GL12,20,BF,1.943180811294503
GL12,21,CF,1.6422318565921905
GL12,21,BF,2.0546918683645563
GL12,22,CF,1.8967969302907057
GL12,22,BF,2.135453079516689
GL12,23,CF,1.6024930224556364
GL12,23,BF,1.9357140468123057
GL12,24,CF,1.4852719908756815
GL12,24,BF,1.8583701860549025
GL12,25,CF,1.2449565713521287
GL12,25,BF,1.4537784031809857
GL12,26,CF,1.2068240495889293
GL12,26,BF,1.2203760091265354
GL12,27,CF,1.6719659546109138
GL12,27,BF,1.5677178644858267
GL12,28,CF,1.4238987590922803
GL12,28,BF,1.3340305438721363
GL12,29,CF,1.4820541282783808
GL12,29,BF,1.3285361392131405
GL14,2,CF,2.3363607270377025
GL14,2,BF,1.470033415726253
GL14,3,CF,1.5584869179232368
GL14,3,BF,0.8210805130415949
GL14,4,CF,1.954343066447311
GL14,4,BF,1.6908711708254285
GL14,5,CF,1.5769965578402791
GL14,5,BF,0.9852549700931247
GL14,6,CF,1.2824802674422755
GL14,6,BF,0.7392039102127897
GL14,7,CF,1.4223982315757369
GL14,7,BF,0.9102097731083632
GL14,8,CF,1.056739407996921
GL14,8,BF,0.6395623869639273
GL14,9,CF,0.8264308522950906
GL14,9,BF,0.49863560523581096
GL14,10,CF,1.3318279729013078
GL14,10,BF,1.0888400178064
GL14,11,CF,1.411115357189009
GL14,11,BF,1.3333162828301302
GL14,12,CF,1.4470663524068454
GL14,12,BF,1.4674557496478562
GL14,13,CF,0.8954031043639867
GL14,13,BF,0.8985125855681034
GL14,14,CF,0.9603966532895962
GL14,14,BF,1.0725278301839716
GL14,15,CF,1.0812692045416665
GL14,15,BF,1.1875299097099645
GL14,16,CF,0.8858195152258713
GL14,16,BF,0.8959764223764557
GL14,17,CF,0.6733723240230249
GL14,17,BF,0.8323637500554913
GL14,18,CF,0.4062067851163383
GL14,18,BF,0.8314694637525507
GL14,19,CF,0.31580946940118176
GL14,19,BF,0.7242712869190038
GL14,20,CF,0.41206524116189586
GL14,20,BF,0.8329918653690729
GL14,21,CF,0.3231347500362521
GL14,21,BF,0.8165925749314901
GL14,22,CF,0.1854901248300184
GL14,22,BF,0.761119865975838
GL14,23,CF,0.28781564639048707
GL14,23,BF,0.8409178235737438
GL14,24,CF,0.4511746290822289
GL14,24,BF,1.0219322900484509
GL14,25,CF,1.132584860343414
GL14,25,BF,1.5148494148143283
GL14,26,CF,0.8421876152780753
GL14,26,BF,1.1303418556899698
GL14,27,CF,0.5988989022544007
GL14,27,BF,0.816816454141971
GL14,28,CF,0.44912675924965045
GL14,28,BF,0.6545231763967218
GL14,29,CF,0.6534769898508116
GL14,29,BF,0.816105989106009
GL15,2,CF,1.4380789654595512
GL15,2,BF,1.135029775755746
GL15,3,CF,1.6610363629357567
GL15,3,BF,1.2083733968500947
GL15,4,CF,1.1721711036645703
GL15,4,BF,0.7632474224600527
GL15,5,CF,1.6255499673741205
GL15,5,BF,0.9058109009904521
GL15,6,CF,1.841627270261818
GL15,6,BF,1.1673576896575009
GL15,7,CF,1.5783201721777398
GL15,7,BF,1.1925938190690366
GL15,8,CF,1.034141740189208
GL15,8,BF,0.7621604736236965
GL15,9,CF,1.4262492265552282
GL15,9,BF,1.0290438091048064
GL15,10,CF,1.5216179476542906
GL15,10,BF,0.9891705075786872
GL15,11,CF,1.536921972626357
GL15,11,BF,0.8217300713572859
GL15,12,CF,1.0021152113506104
GL15,12,BF,0.5663145249613616
GL15,13,CF,1.2479317210301166
GL15,13,BF,0.6217894106181246
GL15,14,CF,1.1711156301697094
GL15,14,BF,0.9131045852531678
GL15,15,CF,1.2300036729655075
GL15,15,BF,1.052780304965212
GL15,16,CF,0.9163313676171855
GL15,16,BF,0.7461167518737032
GL15,17,CF,0.7872665503117091
GL15,17,BF,0.6916979964510686
GL15,18,CF,0.39002653585084396
GL15,18,BF,0.7908057245550696
GL15,19,CF,0.8137973244886487
GL15,19,BF,1.271626704953081
GL15,20,CF,0.7765882641992617
GL15,20,BF,1.1718344298519805
GL15,21,CF,0.595334864492154
GL15,21,BF,1.0467201958880084
GL15,22,CF,0.3777241329319345
GL15,22,BF,0.7658673807423799
GL15,23,CF,0.3681595434667543
GL15,23,BF,0.5945361019591942
GL15,24,CF,0.6940917446422551
GL15,24,BF,0.9351631364824776
GL15,25,CF,0.8162364261899085
GL15,25,BF,0.94542304533745
GL15,26,CF,0.6335697026804801
GL15,26,BF,0.6667415597750963
GL15,27,CF,0.9762954533906317
GL15,27,BF,0.8569600249159597
GL15,28,CF,0.9130583556597026
GL15,28,BF,0.6527211003955834
GL15,29,CF,0.9329333063983216
GL15,29,BF,0.5404829278829187
GL16,2,CF,0.13259419692414148
GL16,2,BF,-0.31903495426688877
GL16,3,CF,0.7171308516428389
GL16,3,BF,-0.08223785304239598
GL16,4,CF,1.119060353686412
GL16,4,BF,0.12094639642681512
GL16,5,CF,0.8860163931136152
GL16,5,BF,-0.13535434364208154
GL16,6,CF,1.8829867736758472
GL16,6,BF,0.9572505569172518
GL16,7,CF,2.063193980469761
GL16,7,BF,1.4667857167232468
GL16,8,CF,2.288339197285035
GL16,8,BF,1.5318471815656214
GL16,9,CF,2.1688930506113535
GL16,9,BF,1.4143133976329596
GL16,10,CF,1.9055387481369757
GL16,10,BF,1.3404507309621707
GL16,11,CF,1.6421822545113902
GL16,11,BF,1.2411419482627495
GL16,12,CF,2.2743762168923722
GL16,12,BF,1.7260102688334882
GL16,13,CF,1.330121157783093
GL16,13,BF,0.9514427291837955
GL16,14,CF,1.332819894850254
GL16,14,BF,1.2717008846874038
GL16,15,CF,1.6966904683047952
GL16,15,BF,1.721950931314564
GL16,16,CF,1.5169656945036212
GL16,16,BF,1.553466651788694
GL16,17,CF,1.4850664275921712
GL16,17,BF,1.4941089698176713
GL16,18,CF,2.612175554584366
GL16,18,BF,2.6227415144136272
GL16,19,CF,2.2445352539784476
GL16,19,BF,2.330791258397337
GL16,20,CF,2.172839036874995
GL16,20,BF,2.215783601095855
GL16,21,CF,2.3747933941363937
GL16,21,BF,2.4131860918816654
GL16,22,CF,1.9520696969395288
GL16,22,BF,2.0698877766147152
GL16,23,CF,1.1165368680260144
GL16,23,BF,1.2682114660570567
GL16,24,CF,1.7124635356703195
GL16,24,BF,1.7784914902796776
GL16,25,CF,1.221907336876591
GL16,25,BF,1.3819538636081834
GL16,26,CF,1.0547596043465601
GL16,26,BF,1.075471213104933
GL16,27,CF,1.3911126239947351
GL16,27,BF,1.2909178331890245
GL16,28,CF,1.0990697912605745
GL16,28,BF,0.8908528773902858
GL16,29,CF,0.7251322216405524
GL16,29,BF,0.5423083712727158
GL17,2,CF,2.669223836490086
GL17,2,BF,2.410962241036551
GL17,3,CF,2.5383212114202567
GL17,3,BF,2.428346350275237
GL17,4,CF,1.9527489555378754
GL17,4,BF,1.7960741594433784
GL17,5,CF,1.5339793953512395
GL17,5,BF,1.1008946354900087
GL17,6,CF,2.2484763941475165
GL17,6,BF,1.8325478172747889
GL17,7,CF,1.92527683366494
GL17,7,BF,1.582312977098557
GL17,8,CF,1.4444379551007467
GL17,8,BF,1.1884356570704018
GL17,9,CF,0.9365124656633736
GL17,9,BF,0.7870960721077446
GL17,10,CF,0.851122490697625
GL17,10,BF,0.7202738835709169
GL17,11,CF,1.6643822148565184
GL17,11,BF,1.4224164509190824
GL17,12,CF,0.8733010513105375
GL17,12,BF,0.7831984928767377
GL17,13,CF,0.8449364589379713
GL17,13,BF,0.6052546488284825
GL17,14,CF,1.0689909256994725
GL17,14,BF,0.948008735217154
GL17,15,CF,1.0766095167128884
GL17,15,BF,1.123838662651915
GL17,16,CF,0.9994269607451138
GL17,16,BF,1.0879579304011175
GL17,17,CF,1.7357833463007508
GL17,17,BF,1.7935782702791407
GL17,18,CF,2.4381134712626946
GL17,18,BF,2.7554943222053274
GL17,19,CF,1.499375857923289
GL17,19,BF,1.8976991948570323
GL17,20,CF,1.2008144839032404
GL17,20,BF,1.687759927921627
GL17,21,CF,1.6102354338235405
GL17,21,BF,2.3967030241321297
GL17,22,CF,1.31609592937653
GL17,22,BF,1.9980772919160255
GL17,23,CF,0.8425965943507794
GL17,23,BF,1.3384763463492027
GL17,24,CF,1.6706243511403767
GL17,24,BF,2.377339471293742
GL17,25,CF,0.9281247692851486
GL17,25,BF,1.2515442664393415
GL17,26,CF,1.1904335005412108
GL17,26,BF,1.357154632784836
GL17,27,CF,1.332190583880564
GL17,27,BF,1.4974675822904588
GL17,28,CF,1.0021504707653455
GL17,28,BF,1.2475703815530454
GL17,29,CF,0.9307294153850696
GL17,29,BF,1.1066154982788439
GL18,2,CF,2.289248296192714
