subj,label,cond,beta
GL18,2,BF,1.4191541544028692
GL18,3,CF,2.739042948032248
GL18,3,BF,1.6629123071144367
GL18,4,CF,3.068902517358462
GL18,4,BF,2.0903864031036696
GL18,5,CF,2.3057375912155424
GL18,5,BF,1.5573322057724
GL18,6,CF,2.7360723241467344
GL18,6,BF,2.2103241489521253
GL18,7,CF,3.5103266476148582
GL18,7,BF,3.079198535801057
GL18,8,CF,3.811750104497461
GL18,8,BF,3.4746012738522363
GL18,9,CF,3.8546439432180843
GL18,9,BF,3.4652920483778686
GL18,10,CF,4.4154232854192905
GL18,10,BF,4.032014243711124
GL18,11,CF,2.6856842489397805
GL18,11,BF,2.6431905162062135
GL18,12,CF,2.5019895410877377
GL18,12,BF,2.4020735014996983
GL18,13,CF,2.0961248615184926
GL18,13,BF,1.999530274605397
GL18,14,CF,1.399900232926011
GL18,14,BF,1.3444837849338849
GL18,15,CF,1.6279467282133486
GL18,15,BF,1.688870796175608
GL18,16,CF,1.7218161203817233
GL18,16,BF,1.788233864877448
GL18,17,CF,1.8343868632864089
GL18,17,BF,1.960935654599068
GL18,18,CF,1.997182582866695
GL18,18,BF,2.2033746725914813
GL18,19,CF,2.107021766648507
GL18,19,BF,2.27960448985443
GL18,20,CF,2.2015021033450095
GL18,20,BF,2.4780250199112124
GL18,21,CF,2.516828990215038
GL18,21,BF,2.8803822049536767
GL18,22,CF,1.9573256534009063
GL18,22,BF,2.2713203642332385
GL18,23,CF,2.1201971802070285
GL18,23,BF,2.349035221755956
GL18,24,CF,1.642005209483664
GL18,24,BF,1.9358075362417428
GL18,25,CF,2.223768712567978
GL18,25,BF,2.6718099542954596
GL18,26,CF,2.5331336198664522
GL18,26,BF,2.7730587301592546
GL18,27,CF,2.5569561350155245
GL18,27,BF,2.693478437882155
GL18,28,CF,2.3269047372195186
GL18,28,BF,2.5230782476852514
GL18,29,CF,2.3302138915736905
GL18,29,BF,2.5062769351568823
GL19,2,CF,1.3856235401971
GL19,2,BF,0.5581775861127036
GL19,3,CF,2.3258095363090776
GL19,3,BF,0.9838431251460108
GL19,4,CF,1.8913538431127865
GL19,4,BF,0.8277815410142971
GL19,5,CF,1.1231206914143903
GL19,5,BF,0.4165322930152927
GL19,6,CF,1.9481360308834674
GL19,6,BF,0.8649357939574206
GL19,7,CF,2.292076693959983
GL19,7,BF,0.9388333939644228
GL19,8,CF,1.9982421696186066
GL19,8,BF,0.8108775084947839
GL19,9,CF,1.6882867771081436
GL19,9,BF,0.7648923321125599
GL19,10,CF,1.2289716096510264
GL19,10,BF,0.5399095055054535
GL19,11,CF,1.3100505034013936
GL19,11,BF,0.7472605568068433
GL19,12,CF,1.3330553109209766
GL19,12,BF,0.7975067116166054
GL19,13,CF,1.4743613329356406
GL19,13,BF,1.0570368902587175
GL19,14,CF,1.3025579745694995
GL19,14,BF,1.0299113451006512
GL19,15,CF,1.576334605915425
GL19,15,BF,1.48991184333695
GL19,16,CF,1.4009871777934617
GL19,16,BF,1.440503421470823
GL19,17,CF,1.2883195225739372
GL19,17,BF,1.2529569423011593
GL19,18,CF,1.6980337685684568
GL19,18,BF,1.8424550284122683
GL19,19,CF,1.2525851571266091
GL19,19,BF,1.6066376506565256
GL19,20,CF,1.1951796931399095
GL19,20,BF,1.6787565462111276
GL19,21,CF,1.4556253064009879
GL19,21,BF,2.0117244477678313
GL19,22,CF,1.1447861528367544
GL19,22,BF,1.8894442768886368
GL19,23,CF,1.2923815485400458
GL19,23,BF,2.119790069966323
GL19,24,CF,1.239387960021047
GL19,24,BF,1.7284222694884601
GL19,25,CF,1.651516366925299
GL19,25,BF,1.9452446780855674
GL19,26,CF,1.5823249725811517
GL19,26,BF,1.3707920096044917
GL19,27,CF,1.6383866055495215
GL19,27,BF,1.2321214957205304
GL19,28,CF,1.3632167282609307
GL19,28,BF,0.9571334421140503
GL19,29,CF,1.4537676884024546
GL19,29,BF,1.0781256594076798
GL20,2,CF,1.1000150335686547
GL20,2,BF,0.870765355016504
GL20,3,CF,1.6127288341522217
GL20,3,BF,1.380923501376448
GL20,4,CF,1.6417253613471985
GL20,4,BF,1.4863507433070078
GL20,5,CF,1.2699280544051101
GL20,5,BF,1.1916646199500454
GL20,6,CF,1.5917346641839107
GL20,6,BF,1.2788287661621505
GL20,7,CF,1.3466217729700618
GL20,7,BF,1.2234898284975304
GL20,8,CF,1.213859410496319
GL20,8,BF,1.0598586919334005
GL20,9,CF,1.436312527085344
GL20,9,BF,1.231649589092017
GL20,10,CF,1.4695851164107974
GL20,10,BF,1.1820136909965764
GL20,11,CF,2.24717433674989
GL20,11,BF,2.020768370121826
GL20,12,CF,1.8686570566092782
GL20,12,BF,1.8539159181021045
GL20,13,CF,1.229208655636942
GL20,13,BF,1.1771939047842774
GL20,14,CF,0.9633133311010897
GL20,14,BF,1.0126975616812706
GL20,15,CF,1.091231666935898
GL20,15,BF,1.261670638044276
GL20,16,CF,1.036772499728601
GL20,16,BF,1.2230992981251454
GL20,17,CF,1.2855841517111295
GL20,17,BF,1.67500985911057
GL20,18,CF,1.7195361090401553
GL20,18,BF,2.370131221340643
GL20,19,CF,0.9627940913186911
GL20,19,BF,1.6854283381121966
GL20,20,CF,0.5264242117524884
GL20,20,BF,1.2414028096318712
GL20,21,CF,0.6132403768551273
GL20,21,BF,1.4823394078068817
GL20,22,CF,0.41086616511258517
GL20,22,BF,1.0394027572759288
GL20,23,CF,0.1425385557397297
GL20,23,BF,0.6459652856895418
GL20,24,CF,0.2205675710418165
GL20,24,BF,0.526537816086784
GL20,25,CF,0.35230309840086776
GL20,25,BF,0.4108781842142928
GL20,26,CF,0.6269014470598578
GL20,26,BF,0.6004401057134324
GL20,27,CF,0.5744202826233654
GL20,27,BF,0.5761871314535763
GL20,28,CF,0.45164175262978795
GL20,28,BF,0.47789647964456555
GL20,29,CF,0.35743502632604796
GL20,29,BF,0.3425192619605623
GL21,2,CF,3.0071016550064087
GL21,2,BF,1.6568920484610967
GL21,3,CF,2.7126199130354256
GL21,3,BF,1.597688388593238
GL21,4,CF,3.565498103698095
GL21,4,BF,2.1855808388855724
GL21,5,CF,3.557889516013009
GL21,5,BF,2.176349641595568
GL21,6,CF,3.2182047779314984
GL21,6,BF,1.895305821828753
GL21,7,CF,2.61243431395795
GL21,7,BF,1.6308185012943774
GL21,8,CF,2.482497653321308
GL21,8,BF,1.8713753672645372
GL21,9,CF,2.1580526336000707
GL21,9,BF,1.9788130127962154
GL21,10,CF,2.1798734583299266
GL21,10,BF,1.9609645493328571
GL21,11,CF,3.3854101272252612
GL21,11,BF,2.9392757632103064
GL21,12,CF,2.689382148183444
GL21,12,BF,2.449697588177343
GL21,13,CF,2.758208275136381
GL21,13,BF,2.407093771465934
GL21,14,CF,2.383583938951294
GL21,14,BF,2.1393267769614854
GL21,15,CF,2.241633853271379
GL21,15,BF,2.3333618437225496
GL21,16,CF,1.985523651510277
GL21,16,BF,2.119367317465328
GL21,17,CF,2.6222676614897824
GL21,17,BF,2.9144139928296546
GL21,18,CF,3.4602724259648845
GL21,18,BF,4.185557242252471
GL21,19,CF,3.160643672999228
GL21,19,BF,3.990897997475578
GL21,20,CF,2.6253949117504853
GL21,20,BF,3.3893867175540198
GL21,21,CF,2.4925320292066813
GL21,21,BF,3.3464190035582813
GL21,22,CF,1.945167406342828
GL21,22,BF,2.76211395842545
GL21,23,CF,2.013986745603721
GL21,23,BF,2.830195127055049
GL21,24,CF,1.9726574385065008
GL21,24,BF,2.8099390653829124
GL21,25,CF,1.9973632788724305
GL21,25,BF,2.6494747443433893
GL21,26,CF,1.8008510567662714
GL21,26,BF,2.036299505752506
GL21,27,CF,2.063500854937516
GL21,27,BF,2.1640358938043733
GL21,28,CF,2.204446035425882
GL21,28,BF,2.1494235371790675
GL21,29,CF,2.0146827611184532
GL21,29,BF,1.9921031506455176
GL22,2,CF,2.6211196865354265
GL22,2,BF,2.5350242171968733
GL22,3,CF,2.7644194816720895
GL22,3,BF,2.55125401965503
GL22,4,CF,2.500587984091706
GL22,4,BF,2.227088358667162
GL22,5,CF,2.297887222255979
GL22,5,BF,2.1242078840732574
GL22,6,CF,2.05902220935465
GL22,6,BF,1.9210173262056904
GL22,7,CF,1.9157665196851075
GL22,7,BF,1.7255563965762954
GL22,8,CF,2.2428704429636985
GL22,8,BF,1.9754745463238044
GL22,9,CF,1.390495493936424
GL22,9,BF,1.070171721966173
GL22,10,CF,1.188774495605718
GL22,10,BF,0.8841179685836489
GL22,11,CF,1.4091134601211184
GL22,11,BF,1.150786795951237
GL22,12,CF,1.7381981993477573
GL22,12,BF,1.430246215045233
GL22,13,CF,1.5535407749161418
GL22,13,BF,1.1197019791101466
GL22,14,CF,1.2248839668432872
GL22,14,BF,0.8865421695510546
GL22,15,CF,1.208643478477121
GL22,15,BF,0.9747474503682355
GL22,16,CF,1.4149029016269734
GL22,16,BF,1.1927683506060967
GL22,17,CF,1.8011530474570003
GL22,17,BF,1.558538080576588
GL22,18,CF,2.0031838779724955
GL22,18,BF,2.0095777090421247
GL22,19,CF,1.836431263770643
GL22,19,BF,2.2339263113223358
GL22,20,CF,1.805823150692493
GL22,20,BF,2.2763273098690497
GL22,21,CF,1.6640865252806971
GL22,21,BF,2.267552126111447
GL22,22,CF,1.2464948739288442
GL22,22,BF,1.9998309767098292
GL22,23,CF,0.8475893006631823
GL22,23,BF,1.496092061540394
GL22,24,CF,1.9230280240066349
GL22,24,BF,2.4787307548143995
GL22,25,CF,2.041031863944943
GL22,25,BF,2.4235295021733894
GL22,26,CF,0.9177286900365009
GL22,26,BF,0.93817822003074
GL22,27,CF,1.4259343222281096
GL22,27,BF,1.3161297121786795
GL22,28,CF,1.1676440499433107
GL22,28,BF,1.1585747036389171
GL22,29,CF,1.1805919823186528
GL22,29,BF,1.0293630510910041
GL24,2,CF,2.8320702740124295
GL24,2,BF,1.764185564858573
GL24,3,CF,2.7192909183173346
GL24,3,BF,1.5691564329739274
GL24,4,CF,3.266493068801032
GL24,4,BF,2.128816255264812
GL24,5,CF,2.7622591444424223
GL24,5,BF,1.5497430609805243
GL24,6,CF,2.746059037048683
GL24,6,BF,1.5906899093746025
GL24,7,CF,2.3645732628282565
GL24,7,BF,1.4080267228432988
GL24,8,CF,1.6805329770507182
GL24,8,BF,0.9832959368414081
GL24,9,CF,1.285816955475662
GL24,9,BF,0.8490876683977265
GL24,10,CF,1.323695859922604
GL24,10,BF,0.9033844706348397
GL24,11,CF,1.1894449842573724
GL24,11,BF,0.8254550166787381
GL24,12,CF,1.9767261844621424
GL24,12,BF,1.585402666191187
GL24,13,CF,2.3877772242568507
GL24,13,BF,1.9324900517147956
GL24,14,CF,2.3460346406698225
GL24,14,BF,1.9701581341028214
GL24,15,CF,1.931878168379242
GL24,15,BF,1.7112348173749656
GL24,16,CF,1.9111298264829355
GL24,16,BF,1.8410191054740332
GL24,17,CF,1.773884790488603
GL24,17,BF,1.6832291161835329
GL24,18,CF,2.3627112816084703
GL24,18,BF,2.5467281130580965
GL24,19,CF,2.4165388428183294
GL24,19,BF,3.1418529160663673
GL24,20,CF,1.9282476707285152
GL24,20,BF,2.6264476097787277
GL24,21,CF,1.1391273024929767
GL24,21,BF,1.7268349593584864
GL24,22,CF,0.9990355077672627
GL24,22,BF,1.6092147816960032
GL24,23,CF,1.1461500521241264
GL24,23,BF,1.7413032308672414
GL24,24,CF,1.5923161023978851
GL24,24,BF,2.1110985987756505
GL24,25,CF,2.051477136282775
GL24,25,BF,2.308050587004853
GL24,26,CF,1.3702026122801125
GL24,26,BF,1.27874696488977
GL24,27,CF,1.3579893374594034
GL24,27,BF,1.1377651472526682
GL24,28,CF,1.69556263894679
GL24,28,BF,1.3980034547496816
GL24,29,CF,1.3828343086934776
GL24,29,BF,1.1862685487637876
GL25,2,CF,0.6651215766157422
GL25,2,BF,0.31757705339363645
GL25,3,CF,1.1190768148878525
GL25,3,BF,0.7538024606504317
GL25,4,CF,1.6459600576716993
GL25,4,BF,1.0922696753922436
GL25,5,CF,2.6632948332067046
GL25,5,BF,1.9031683193785804
GL25,6,CF,1.715150000196751
GL25,6,BF,1.4373311439407206
GL25,7,CF,0.9013118031603026
GL25,7,BF,0.771678828667984
GL25,8,CF,0.7877005059628145
GL25,8,BF,0.8007089045309626
GL25,9,CF,0.8192156423778775
GL25,9,BF,0.8303678400519018
GL25,10,CF,0.7595931257290597
GL25,10,BF,0.7897748444631526
GL25,11,CF,0.6878099918441118
GL25,11,BF,0.7486973525436246
GL25,12,CF,0.8716613861156957
GL25,12,BF,1.0760546831496278
GL25,13,CF,0.4921179107680806
GL25,13,BF,0.500858780907497
GL25,14,CF,0.5100874305019776
GL25,14,BF,0.5443589029321447
GL25,15,CF,0.5918096524988531
GL25,15,BF,0.8626304454177187
GL25,16,CF,0.6592609268806925
GL25,16,BF,0.9042512182249444
GL25,17,CF,0.858652585729687
GL25,17,BF,1.0093702392787482
GL25,18,CF,1.0235790221430234
GL25,18,BF,1.5584160153917277
GL25,19,CF,1.7197959471696591
GL25,19,BF,2.7887486708837574
GL25,20,CF,1.6617793035535997
GL25,20,BF,2.8158409902690975
GL25,21,CF,0.8917561730799767
GL25,21,BF,1.9896529932271563
GL25,22,CF,0.4257954260555644
GL25,22,BF,1.2116934194473932
GL25,23,CF,0.6061189320714523
GL25,23,BF,1.3570715191068523
GL25,24,CF,0.8373459985014051
GL25,24,BF,1.4155311929766523
GL25,25,CF,0.6600455515339259
GL25,25,BF,0.8964780036407333
GL25,26,CF,0.3771347526010219
GL25,26,BF,0.6482445449091008
GL25,27,CF,0.5247725392258439
GL25,27,BF,0.7690709836535886
GL25,28,CF,0.8597172545459197
GL25,28,BF,0.9595925045532308
GL25,29,CF,1.085480849567778
GL25,29,BF,1.1702033533112957
GL26,2,CF,3.0927373596600125
GL26,2,BF,2.5819565568651472
GL26,3,CF,2.545627947511344
GL26,3,BF,2.10596626996994
GL26,4,CF,2.8085486690203347
GL26,4,BF,2.235601414408949
GL26,5,CF,2.7116886002676828
GL26,5,BF,2.095379500729697
GL26,6,CF,2.9007731037579965
GL26,6,BF,2.284354039441759
GL26,7,CF,2.1680627631764096
GL26,7,BF,1.6165143541587763
GL26,8,CF,2.227614097319105
GL26,8,BF,1.4828477169688352
GL26,9,CF,1.6829430132996863
GL26,9,BF,0.946366391174543
GL26,10,CF,1.4061816192824732
GL26,10,BF,0.8188010137782178
GL26,11,CF,1.4068019996175003
GL26,11,BF,1.0426028657676227
GL26,12,CF,1.771295558118864
GL26,12,BF,1.2906270642244422
GL26,13,CF,0.22938118165008503
GL26,13,BF,0.22821927083988147
GL26,14,CF,1.2370696079793075
GL26,14,BF,1.119081717741986
GL26,15,CF,2.083951993452867
GL26,15,BF,2.110891963322483
GL26,16,CF,1.6031117824300023
GL26,16,BF,1.6071690376972991
GL26,17,CF,1.345418911511542
GL26,17,BF,1.6062633276061573
GL26,18,CF,1.799361927905264
GL26,18,BF,2.403645919576684
GL26,19,CF,1.2945615316752859
GL26,19,BF,2.010338951665986
GL26,20,CF,1.0210500378611582
GL26,20,BF,1.7688953834743315
GL26,21,CF,1.0526796532824683
GL26,21,BF,2.274248889914085
GL26,22,CF,0.31942253998077824
GL26,22,BF,1.0864889746637527
GL26,23,CF,0.03295171697920358
GL26,23,BF,0.5438880773148302
GL26,24,CF,0.9249931893343556
GL26,24,BF,1.643751999778384
GL26,25,CF,1.100597979518869
GL26,25,BF,1.4870169693064736
GL26,26,CF,0.7479990225007062
GL26,26,BF,0.8979150538185107
GL26,27,CF,0.8122480740311191
GL26,27,BF,0.8359415543220511
GL26,28,CF,0.7281508328317076
GL26,28,BF,0.7763072782044051
GL26,29,CF,0.5703056955837138
GL26,29,BF,0.596564533020125
GL27,2,CF,2.461828453200204
GL27,2,BF,2.4227400507245744
GL27,3,CF,3.3790843445679237
GL27,3,BF,3.0533933516206413
GL27,4,CF,3.7782147328058877
GL27,4,BF,3.165326928926839
GL27,5,CF,3.1050096579960416
GL27,5,BF,2.5096915262086053
GL27,6,CF,4.054178625623757
GL27,6,BF,3.0926802448023145
GL27,7,CF,4.281180106013654
GL27,7,BF,3.0840900992772666
GL27,8,CF,3.9938690057572197
GL27,8,BF,2.8557799142949722
GL27,9,CF,3.3540756098735027
GL27,9,BF,2.4463298511810794
GL27,10,CF,2.3429107702591203
GL27,10,BF,1.889268136498603
GL27,11,CF,1.9899964766094678
GL27,11,BF,2.0820492117991907
GL27,12,CF,2.1866643459043082
GL27,12,BF,2.3168259012249215
GL27,13,CF,2.1394070235984675
GL27,13,BF,2.3062991551169665
GL27,14,CF,2.335478733579318
GL27,14,BF,2.471181564430396
GL27,15,CF,2.5856411010775733
GL27,15,BF,2.902381115597696
GL27,16,CF,2.058192242962002
GL27,16,BF,2.619084630486549
GL27,17,CF,2.2481280895481013
GL27,17,BF,3.127856285256498
GL27,18,CF,2.2746060705420486
GL27,18,BF,3.6243607598353704
GL27,19,CF,1.793586309621243
GL27,19,BF,2.909351118524641
GL27,20,CF,1.0766361315469235
GL27,20,BF,2.100802520514974
GL27,21,CF,1.0380276208382764
GL27,21,BF,2.1975353517346723
GL27,22,CF,1.0396830095073162
GL27,22,BF,1.9552115632707405
GL27,23,CF,1.0097025467301577
GL27,23,BF,1.9474331899122759
GL27,24,CF,0.9951064025766441
GL27,24,BF,2.216280722837285
GL27,25,CF,1.2378749197126908
GL27,25,BF,2.009852387175561
GL27,26,CF,2.0679173999031164
GL27,26,BF,2.149352405056997
GL27,27,CF,2.2684604735067526
GL27,27,BF,2.2084826336833054
GL27,28,CF,1.7967134288683229
GL27,28,BF,1.672725017549356
GL27,29,CF,1.8558561673080605
GL27,29,BF,1.7682612929777708
GL29,2,CF,1.1291062384843826
GL29,2,BF,0.9370131718793085
GL29,3,CF,1.729662917811295
GL29,3,BF,1.390505669445827
GL29,4,CF,1.794096942163176
GL29,4,BF,1.19699528047608
GL29,5,CF,1.8717914594071252
GL29,5,BF,0.6171615506123219
GL29,6,CF,2.2574504934181676
GL29,6,BF,1.0358292716500899
GL29,7,CF,2.027428158794541
GL29,7,BF,0.8933260019150484
GL29,8,CF,1.6993372084917022
GL29,8,BF,0.8768459815367619
GL29,9,CF,1.4427220629623685
GL29,9,BF,0.9354365065019243
GL29,10,CF,3.0816653723066505
GL29,10,BF,2.579796855524182
GL29,11,CF,3.741395914180176
GL29,11,BF,3.28594169429111
GL29,12,CF,2.253077538437484
GL29,12,BF,1.8044454945881359
GL29,13,CF,1.3216578903801666
GL29,13,BF,1.1366458946532376
GL29,14,CF,1.1463394421571866
GL29,14,BF,0.9369685990363359
GL29,15,CF,1.32801245407543
GL29,15,BF,1.3320905451929599
GL29,16,CF,1.0254388420011273
GL29,16,BF,0.9656349810015336
GL29,17,CF,1.6621122523484861
GL29,17,BF,1.545815063663653
GL29,18,CF,2.4218630619615933
GL29,18,BF,2.395714189639616
GL29,19,CF,3.0260506882059492
GL29,19,BF,3.4156971237735205
GL29,20,CF,3.145131014737386
GL29,20,BF,3.559004759591451
GL29,21,CF,1.6903932373194646
GL29,21,BF,2.029753744100722
GL29,22,CF,1.9708644178240222
GL29,22,BF,2.299248330060604
GL29,23,CF,1.8843486640658793
GL29,23,BF,2.1814489661871144
GL29,24,CF,1.9698956149116416
GL29,24,BF,2.151519238218617
GL29,25,CF,1.3968717776379156
GL29,25,BF,1.3367198083377139
GL29,26,CF,1.529501742537155
GL29,26,BF,1.4300641727996974
GL29,27,CF,2.3349249980457043
GL29,27,BF,2.0953574504883803
GL29,28,CF,1.6197869646239418
GL29,28,BF,1.395770589620046
GL29,29,CF,1.3141229134356478
GL29,29,BF,1.0190631404003154
